match,team,home_away,ballPossession,expectedGoals,bigChanceCreated,totalShotsOnGoal,goalkeeperSaves,cornerKicks,fouls,passes,totalTackle,freeKicks,yellowCards,shotsOnGoal,hitWoodwork,shotsOffGoal,blockedScoringAttempt,totalShotsInsideBox,totalShotsOutsideBox,bigChanceScored,bigChanceMissed,touchesInOppBox,fouledFinalThird,offsides,accuratePasses,throwIns,finalThirdEntries,finalThirdPhaseStatistic,accurateLongBalls,accurateCross,duelWonPercent,dispossessed,groundDuelsPercentage,aerialDuelsPercentage,dribblesPercentage,wonTacklePercent,interceptionWon,ballRecovery,totalClearance,errorsLeadToShot,goalsPrevented,diveSaves,highClaims,punches,goalKicks,errorsLeadToGoal,accurateThroughBall,redCards,penaltySaves
13981456,Sassuolo,Away,39,0,2,9,5,3,8,316,19,15,1,5,0,1,3,5,4,1,1,10,1,3,257,12,35,37,28,1,51,13,36,17,5,6,5,41,32,0,0,2,3,1,9,0,1,0,0
13981458,Napoli,Home,64,1,0,18,4,5,10,594,16,18,1,6,0,4,8,12,6,0,0,29,0,1,533,17,50,112,15,2,52,12,39,7,6,12,8,52,14,1,1,0,0,0,5,1,1,0,0
13981458,Pisa,Away,36,2,4,15,3,3,18,331,19,9,2,6,0,3,6,11,4,2,2,17,2,0,267,11,44,59,20,3,48,7,32,10,6,16,8,54,20,3,0,0,3,0,4,0,0,0,0
13981454,Torino,Home,39,1,2,11,2,1,11,386,14,8,0,5,0,3,3,5,6,0,2,19,1,1,324,16,58,62,24,2,44,9,28,10,5,9,12,47,19,0,0,0,0,1,3,0,0,0,0
13981454,Atalanta,Away,61,1,2,9,5,0,9,617,16,11,0,5,1,3,1,8,1,2,0,20,2,0,541,13,50,102,34,3,56,4,32,16,5,11,3,42,20,0,1,1,1,1,10,0,1,0,1
13981457,Lazio,Home,49,1,1,10,5,3,14,390,14,22,1,2,1,8,0,6,4,0,1,14,2,0,315,14,44,53,19,3,57,10,41,15,7,9,8,50,16,0,0,2,2,3,5,1,1,2,0
13981457,Roma,Away,51,1,1,13,2,6,22,408,17,14,1,6,0,6,1,12,1,0,1,23,2,4,336,20,43,104,24,4,43,10,34,9,3,9,11,49,20,1,0,0,1,0,10,0,0,0,0
13981463,Cremonese,Home,52,0,0,3,3,3,16,416,10,8,1,1,0,1,1,2,1,0,0,12,1,6,343,18,49,56,24,3,46,11,20,18,3,4,3,38,41,0,0,1,3,1,10,0,0,0,0
13981463,Parma,Away,48,0,0,15,1,3,8,377,16,16,0,3,1,6,6,10,5,0,0,14,3,0,307,20,60,63,20,5,54,6,33,11,1,11,7,38,20,0,0,0,0,0,3,0,0,0,0
13981453,Udinese,Home,40,0,0,10,4,1,9,393,13,7,2,4,0,3,3,2,8,0,0,20,1,3,351,14,40,99,7,7,47,9,24,11,5,13,11,35,21,0,-1,2,1,0,7,1,0,0,0
13981453,Milan,Away,60,1,2,13,4,4,7,607,17,9,0,6,0,6,1,11,2,1,1,29,2,2,550,18,55,91,33,2,53,8,35,5,9,10,4,43,17,0,0,0,1,1,5,0,2,0,0
13981460,Bologna,Home,59,1,2,14,3,8,12,406,13,14,1,6,1,5,3,12,2,1,1,25,3,4,320,26,84,86,36,5,52,10,34,24,7,9,9,38,22,0,0,0,0,1,2,0,0,0,0
13981460,Genoa,Away,41,0,2,7,4,2,15,290,20,12,5,4,0,2,1,5,2,1,1,11,1,1,196,28,44,38,33,2,48,6,33,21,2,13,8,35,25,0,0,1,0,1,6,0,1,0,0
13981472,Milan,Home,37,0,1,6,6,1,7,359,11,7,1,3,0,2,1,5,1,1,0,12,1,1,298,9,28,31,20,0,46,3,19,10,3,6,10,39,24,1,1,2,1,1,11,0,1,1,0
13981472,Napoli,Away,63,2,2,19,1,7,7,604,12,6,0,7,1,6,6,12,7,1,1,21,3,0,551,13,82,169,17,8,54,6,23,11,4,6,3,42,7,0,-1,0,0,0,5,0,2,0,0
13981464,Genoa,Home,65,1,3,17,2,6,18,503,12,16,5,5,0,8,4,10,7,0,3,24,3,1,431,27,68,89,22,7,48,11,34,21,9,7,5,34,10,1,-1,0,0,0,3,1,2,0,0
13981464,Lazio,Away,35,1,6,9,5,0,16,280,16,18,1,6,1,3,0,8,1,3,3,16,1,2,194,13,32,27,17,2,52,6,33,26,1,5,5,37,36,1,1,2,2,0,9,0,1,0,0
13981462,Como,Home,58,1,3,14,1,4,16,451,15,17,3,6,0,5,3,7,7,1,2,14,3,0,377,23,52,52,25,3,49,9,32,15,2,11,4,39,21,1,0,0,1,1,8,0,0,1,0
13981462,Cremonese,Away,42,0,1,9,5,3,17,316,17,16,4,2,0,7,0,6,3,1,0,13,2,4,241,22,38,38,19,5,51,8,35,13,7,10,8,43,13,1,0,1,1,0,14,0,0,0,0
13981476,Sassuolo,Home,44,1,4,11,4,1,5,321,13,22,0,5,0,3,3,8,3,2,2,18,1,5,252,16,60,68,16,2,56,5,38,14,6,6,6,46,24,0,0,1,2,0,8,0,1,0,0
13981476,Udinese,Away,56,1,2,12,2,5,22,404,12,5,3,5,0,6,1,6,6,1,1,19,1,1,342,16,46,80,21,4,44,7,23,18,6,3,8,34,21,0,-1,0,0,1,7,0,0,0,0
13981465,Juventus,Home,67,1,2,24,1,14,6,600,13,7,0,10,1,6,8,14,10,1,1,39,3,1,537,19,60,150,39,12,57,3,34,12,14,4,4,52,9,1,0,0,0,0,8,1,0,0,0
13981465,Atalanta,Away,33,0,1,12,9,5,7,299,12,6,3,2,0,7,3,7,5,0,1,12,0,0,235,9,28,44,16,5,43,5,24,11,6,5,9,54,40,1,1,3,2,0,8,1,0,1,0
13981469,Roma,Home,57,0,2,10,3,8,11,432,16,19,0,5,0,2,3,6,4,1,1,16,3,0,315,26,49,73,16,4,48,9,33,25,0,6,7,57,25,2,0,1,1,0,9,0,0,0,0
13981469,Hellas Verona,Away,43,1,2,12,3,1,19,320,18,11,4,3,1,6,3,6,6,0,2,18,3,2,217,23,66,72,15,7,52,8,38,24,9,8,15,60,27,0,0,0,0,2,6,0,0,0,0
13981468,Lecce,Home,33,1,4,12,3,3,13,252,21,13,4,4,3,5,3,10,2,2,2,23,2,1,166,16,48,30,26,5,53,9,37,23,7,17,5,39,18,1,0,2,0,1,8,0,0,0,0
13981468,Bologna,Away,67,1,2,14,2,9,13,517,14,12,2,5,0,3,6,9,5,1,1,25,2,4,442,18,67,87,23,4,47,13,36,17,11,9,5,50,21,1,0,1,1,0,6,0,0,0,0
13981467,Pisa,Home,39,0,0,11,2,4,15,230,29,15,0,1,2,7,3,9,2,0,0,19,2,1,162,16,39,43,16,4,52,14,50,16,6,16,7,40,29,0,0,0,1,0,8,0,0,0,0
13981467,Fiorentina,Away,61,0,0,14,1,6,15,385,26,15,1,2,0,7,5,8,6,0,0,27,1,5,315,19,48,55,25,3,48,21,45,17,6,9,5,36,20,1,0,0,1,0,10,0,0,0,0
13981459,Cagliari,Home,42,0,1,6,3,4,13,374,12,14,0,0,1,4,2,5,1,0,1,10,2,1,301,23,50,59,27,4,49,8,32,9,7,7,17,40,17,1,0,1,1,0,14,0,0,0,0
13981459,Inter,Away,58,2,7,20,0,4,14,537,11,13,2,5,2,11,4,15,5,2,5,38,2,2,453,15,64,138,30,7,51,6,31,11,7,8,8,55,20,0,0,0,0,0,7,0,0,0,0
13981466,Parma,Home,37,1,2,13,3,4,10,270,15,11,3,2,0,7,4,6,7,2,0,12,4,1,195,16,54,41,17,4,48,13,26,23,2,9,5,47,31,0,0,1,2,2,6,0,0,0,0
13981466,Torino,Away,63,0,0,15,1,3,12,442,16,10,3,4,0,3,8,8,7,0,0,39,1,1,363,18,56,92,25,8,52,7,31,22,7,10,6,47,28,2,-1,1,0,2,6,0,0,0,0
13981483,Atalanta,Home,51,1,3,16,3,8,10,457,19,19,1,4,0,5,7,8,8,0,3,37,6,2,391,12,44,81,24,2,52,14,48,5,11,7,9,51,15,1,0,1,0,1,5,1,2,0,0
13981483,Como,Away,49,1,1,12,2,3,19,460,18,10,3,4,0,4,4,8,4,0,1,21,1,1,389,7,33,53,13,3,48,13,32,17,6,11,10,55,38,1,0,0,1,2,5,0,0,0,0
13981473,Lazio,Home,49,1,2,9,5,3,13,411,19,21,3,4,0,3,2,4,5,2,0,21,2,1,333,20,49,62,25,3,59,4,49,13,10,14,13,43,20,1,0,2,0,2,9,0,1,0,0
13981473,Torino,Away,51,1,4,16,1,5,22,425,12,13,3,8,0,7,1,10,6,3,1,22,2,1,352,23,50,66,20,5,41,13,30,13,6,3,11,47,24,1,-1,0,1,0,5,0,0,0,0
13981475,Inter,Home,66,3,11,27,1,13,9,595,12,8,1,9,0,12,6,16,11,3,8,44,1,4,525,20,60,163,25,14,49,9,23,10,3,6,10,43,17,0,0,0,0,0,5,0,2,0,0
13981475,Cremonese,Away,34,0,1,3,5,1,8,316,10,9,1,2,0,1,0,2,1,1,0,8,0,2,243,11,32,38,17,2,51,10,23,11,4,6,8,32,36,0,0,2,0,1,16,2,0,0,0
13981480,Parma,Home,63,0,2,10,2,4,16,476,14,16,1,2,0,6,2,7,3,0,2,19,2,2,388,15,59,78,26,4,55,4,30,29,0,11,3,45,20,0,0,1,2,0,9,0,0,0,0
13981480,Lecce,Away,37,0,1,7,2,9,16,277,15,16,2,3,0,3,1,4,3,0,1,12,3,2,182,14,54,44,22,4,45,4,33,16,5,7,4,44,31,0,0,0,1,1,13,0,0,0,0
13981470,Bologna,Home,71,3,6,24,0,2,16,547,17,12,0,7,1,12,5,15,9,2,4,35,4,1,485,23,69,148,37,4,47,10,36,10,7,11,4,42,15,0,0,0,1,1,5,0,1,0,0
13981470,Pisa,Away,29,0,0,2,3,2,12,211,19,16,1,0,0,2,0,2,0,0,0,5,3,2,147,17,31,28,20,4,53,7,41,10,6,15,10,42,13,0,-1,0,2,0,13,0,0,1,0
13981481,Hellas Verona,Home,58,0,0,17,2,4,14,438,17,12,2,9,0,6,2,9,8,0,0,25,1,0,348,23,55,100,23,4,47,7,32,15,5,12,6,40,16,0,0,0,0,0,5,0,0,0,1
13981481,Sassuolo,Away,42,1,2,11,9,2,12,315,15,13,3,3,0,4,4,6,5,1,1,17,6,1,238,18,44,44,23,3,53,9,34,20,7,7,7,42,36,0,1,4,2,0,11,0,0,0,0
13981474,Napoli,Home,69,1,4,12,0,7,16,554,13,15,1,5,1,4,3,10,2,2,2,28,1,2,462,26,71,98,26,8,52,9,31,19,6,5,4,43,22,0,0,0,1,0,10,0,0,0,0
13981474,Genoa,Away,31,0,1,6,3,5,15,245,15,16,3,1,0,3,2,1,5,1,0,8,1,2,168,17,35,31,14,3,48,6,35,11,5,15,10,42,34,0,0,2,0,0,7,0,0,0,0
13981471,Juventus,Home,51,1,1,12,4,6,15,475,5,8,2,3,0,7,2,8,4,0,1,22,1,0,422,14,55,100,17,5,42,3,17,9,4,4,8,31,12,1,1,0,1,1,11,0,0,0,0
13981471,Milan,Away,49,1,3,13,3,0,8,466,7,14,2,4,0,7,2,7,6,0,3,16,4,1,416,16,34,60,26,2,58,5,25,11,4,3,6,30,31,0,0,0,1,0,11,0,1,0,0
13981477,Udinese,Home,60,2,7,23,2,7,14,441,14,16,1,4,2,9,10,15,8,1,6,39,2,0,368,23,74,96,39,5,56,4,43,16,15,9,10,54,21,1,0,0,0,0,4,0,0,0,0
13981477,Cagliari,Away,40,0,1,8,3,2,16,299,20,14,2,2,0,4,2,5,3,1,0,12,0,0,216,18,29,34,18,3,44,6,36,11,4,11,5,35,36,3,1,3,4,0,21,1,0,0,0
13981478,Fiorentina,Home,45,1,2,11,2,3,19,373,12,21,2,3,2,6,2,4,7,0,2,10,1,2,293,17,48,48,13,3,51,8,40,9,7,8,11,48,13,0,-1,1,0,0,5,0,0,0,0
13981478,Roma,Away,55,1,2,8,2,4,21,467,17,19,3,3,0,3,2,5,3,0,2,16,2,0,384,13,48,71,21,4,49,7,34,13,3,7,7,47,22,0,0,0,0,0,12,0,0,0,0
13981482,Como,Home,45,1,2,12,4,4,17,361,23,15,3,6,0,3,3,9,3,1,1,26,0,1,293,22,39,63,22,6,49,8,36,11,3,11,5,42,21,0,0,0,1,1,11,0,0,0,0
13981482,Juventus,Away,55,0,1,15,4,1,15,447,10,17,1,3,0,8,4,9,6,0,1,35,3,2,373,21,45,56,14,2,51,15,40,9,13,4,9,45,8,1,0,1,0,1,6,0,0,0,0
13981485,Roma,Home,57,1,3,15,2,4,18,509,8,29,4,5,0,6,4,11,4,0,3,22,4,3,444,16,36,93,35,6,49,11,40,14,5,4,9,38,25,2,0,1,0,0,10,0,1,0,0
13981485,Inter,Away,43,0,1,12,5,5,29,389,23,18,3,3,1,7,2,7,5,1,0,25,2,0,302,13,48,58,24,1,51,7,41,15,2,14,6,43,24,0,1,2,0,0,9,0,1,0,0
13981479,Torino,Home,31,2,3,12,5,3,9,281,13,9,1,2,1,8,2,8,4,1,2,17,1,2,214,17,34,44,26,2,48,5,29,14,7,6,11,36,48,1,0,0,3,2,12,0,0,0,0
13981479,Napoli,Away,69,2,1,22,1,11,9,615,9,9,2,5,2,13,4,14,8,0,1,45,2,2,545,14,73,148,25,9,52,5,25,22,7,6,7,39,21,0,0,0,0,1,11,0,1,0,0
13981484,Pisa,Home,60,0,0,7,3,3,8,459,11,14,4,0,0,5,2,5,2,0,0,17,1,0,377,22,56,55,41,3,51,12,27,31,3,7,5,46,56,1,0,0,2,0,7,0,0,0,0
13981484,Hellas Verona,Away,40,1,2,15,0,8,14,290,22,8,2,3,0,8,4,12,3,0,2,27,2,2,197,41,64,58,22,7,49,7,34,21,6,10,4,36,24,0,0,0,3,0,10,0,0,0,0
13981487,Atalanta,Home,58,2,3,16,1,7,10,611,14,5,4,6,2,7,3,12,4,0,3,39,1,3,553,22,62,155,35,10,45,11,26,7,7,8,7,37,10,0,0,1,0,0,4,0,0,0,0
13981487,Lazio,Away,42,0,0,4,6,1,5,448,26,10,0,1,0,2,1,1,3,0,0,7,2,0,389,15,35,72,27,2,55,7,37,3,2,13,12,36,22,0,1,1,1,0,8,0,0,0,0
13981495,Cagliari,Home,42,0,1,4,5,2,15,311,12,22,1,3,0,1,0,1,3,0,1,8,5,5,242,24,40,31,21,1,53,5,41,10,8,7,7,36,26,1,0,1,2,0,6,0,1,0,0
13981495,Bologna,Away,58,1,2,10,3,7,22,436,16,15,3,7,0,2,1,4,6,1,1,18,1,1,368,17,60,63,35,5,47,9,36,9,5,13,10,39,26,0,0,1,0,1,4,0,0,0,0
13981486,Milan,Home,56,1,3,14,1,1,14,485,21,11,3,4,0,7,3,10,4,1,2,21,4,0,424,20,66,109,26,4,60,2,38,10,6,15,4,47,21,0,0,0,2,0,5,0,0,0,0
13981486,Fiorentina,Away,44,1,1,5,2,3,12,362,7,14,3,1,0,3,1,2,3,1,0,10,1,2,306,24,51,58,18,3,40,11,23,9,4,5,9,44,16,1,0,1,0,0,7,0,0,0,0
13981490,Lecce,Home,52,0,0,11,2,6,16,414,13,14,2,2,0,6,3,5,6,0,0,16,2,1,339,22,60,91,23,4,57,2,35,16,8,6,6,51,24,1,0,0,2,0,3,0,1,0,0
13981490,Sassuolo,Away,48,0,2,9,2,4,14,394,11,16,2,2,0,4,3,5,4,0,2,12,0,1,306,15,53,48,20,2,43,7,27,12,1,7,8,44,17,0,1,0,4,1,17,0,0,0,0
13981491,Cremonese,Home,52,1,2,11,0,5,15,367,16,14,4,4,2,5,2,6,5,1,1,11,3,1,283,22,51,48,34,3,42,11,35,11,5,9,2,36,24,0,0,0,0,1,10,0,0,0,0
13981491,Udinese,Away,48,0,2,8,2,4,14,340,22,15,2,1,0,5,2,6,2,1,1,28,3,2,275,18,47,84,43,5,58,4,43,21,6,10,6,37,34,0,0,0,1,1,12,0,0,0,0
13981494,Genoa,Home,69,2,3,23,0,3,15,543,11,12,2,7,0,9,7,10,13,0,3,32,3,2,477,20,62,148,18,7,48,5,32,9,9,4,5,41,23,0,0,0,0,0,6,0,0,0,0
13981494,Parma,Away,31,0,0,1,7,0,13,257,15,15,5,0,0,1,0,0,1,0,0,6,0,1,172,22,41,27,17,1,52,7,32,12,3,8,7,29,30,0,1,4,2,0,17,0,0,1,1
13981497,Parma,Home,29,0,4,10,2,3,7,234,16,14,0,3,1,4,3,6,4,0,4,21,2,3,177,17,37,44,22,4,53,12,34,14,4,11,9,41,15,0,0,0,0,0,7,0,0,0,0
13981497,Como,Away,71,0,0,6,3,3,14,584,19,7,1,2,0,3,1,4,2,0,0,22,2,3,525,25,57,104,10,6,47,7,35,7,9,11,6,38,26,0,0,0,1,0,3,0,0,0,0
13981492,Torino,Home,59,1,3,13,2,9,14,484,16,9,2,6,0,3,4,9,4,1,2,28,3,1,392,31,89,94,25,8,53,7,33,22,8,14,3,40,21,1,0,0,0,0,11,1,0,0,0
13981492,Genoa,Away,41,1,4,11,5,1,9,344,14,14,2,3,0,5,3,8,3,1,3,18,2,0,269,22,56,78,21,4,47,12,34,14,7,9,4,44,47,0,0,1,2,1,6,0,0,0,0
13981502,Fiorentina,Home,50,3,6,19,1,5,13,326,10,18,3,7,0,7,5,15,4,2,4,21,6,5,256,17,43,52,19,5,51,7,29,13,2,7,6,35,18,0,0,1,0,2,3,0,0,0,0
13981502,Bologna,Away,50,0,2,6,4,6,20,330,12,13,5,3,0,2,1,4,2,2,0,17,0,3,252,21,44,48,17,3,49,4,28,12,4,9,8,29,30,0,0,2,0,3,10,0,0,1,0
13981500,Lazio,Home,40,0,0,13,5,2,11,343,9,18,2,3,0,6,4,9,4,0,0,27,1,0,270,16,36,46,18,3,54,6,32,19,6,6,5,38,33,0,0,1,1,2,11,0,0,0,0
13981500,Juventus,Away,60,1,3,14,2,5,18,498,12,11,4,5,0,5,4,11,3,0,3,26,5,2,440,14,63,98,25,6,46,5,30,14,7,9,9,52,15,1,0,0,0,0,5,1,2,0,0
13981496,Sassuolo,Home,41,1,2,11,7,6,18,334,19,16,3,1,0,7,3,7,4,0,2,21,1,1,255,21,45,58,24,4,51,8,41,17,6,12,11,44,27,1,0,1,2,2,9,0,0,0,0
13981496,Roma,Away,59,1,5,15,1,6,16,483,14,18,2,8,1,6,1,11,4,1,4,19,4,1,398,19,59,90,31,1,49,7,35,20,4,9,2,47,23,0,0,1,1,0,10,0,1,0,0
13981498,Napoli,Home,43,1,1,7,2,1,15,419,12,9,2,3,0,1,3,4,3,1,0,15,1,1,336,15,56,88,23,1,50,2,24,14,3,8,12,42,23,1,0,1,1,0,13,0,0,0,0
13981498,Inter,Away,57,1,2,15,0,4,10,536,9,14,1,3,2,9,3,9,6,1,1,25,1,1,461,21,46,93,22,11,50,8,24,14,1,7,9,46,16,0,-1,0,0,0,3,0,0,0,0
13981499,Milan,Home,68,1,3,20,0,6,8,620,14,21,1,7,1,8,5,9,11,0,3,41,6,2,556,20,82,173,28,5,61,10,47,15,14,11,5,44,10,0,0,0,1,0,5,0,2,0,0
13981499,Pisa,Away,32,1,2,8,5,2,21,291,20,7,3,2,0,3,3,3,5,2,0,12,1,1,231,10,30,44,18,2,39,6,32,8,6,9,11,45,31,0,0,2,0,0,9,0,1,0,0
13981493,Udinese,Home,44,1,3,8,1,4,12,354,30,12,2,4,1,2,2,8,0,3,0,23,1,1,264,20,56,61,36,2,50,10,48,15,8,21,9,55,27,1,-1,1,2,0,9,0,0,0,0
13981493,Lecce,Away,56,0,0,13,1,9,12,441,26,12,2,3,0,7,3,2,11,0,0,16,1,0,351,23,62,80,30,6,50,14,43,20,6,19,9,49,14,1,-1,1,0,0,7,0,0,0,0
13981488,Cremonese,Home,35,1,3,9,5,2,6,277,21,8,3,5,0,4,0,4,5,1,2,10,1,3,189,10,52,48,20,3,56,6,30,23,2,12,4,53,35,0,0,3,1,1,12,0,0,0,0
13981488,Atalanta,Away,65,1,1,20,4,10,8,523,10,6,1,6,0,6,8,12,8,0,1,30,3,2,441,22,63,133,26,6,44,12,21,21,6,5,0,58,23,0,0,1,2,1,8,0,0,0,0
13981489,Hellas Verona,Home,37,2,4,10,1,3,16,355,20,12,3,6,1,1,3,7,3,1,3,15,4,1,249,17,75,76,12,4,56,4,37,20,7,11,11,50,18,0,0,1,1,0,7,0,0,0,0
13981489,Cagliari,Away,63,0,3,7,4,2,12,599,12,16,4,3,0,2,2,3,4,2,1,11,3,3,505,21,67,88,14,1,44,8,31,14,4,6,10,50,26,0,0,0,0,0,7,0,1,0,0
13981501,Atalanta,Home,56,1,2,17,0,9,9,509,10,8,1,3,0,8,6,11,6,0,2,20,4,0,464,15,65,130,27,7,47,5,26,7,8,7,9,53,14,1,0,0,0,2,4,0,0,0,0
13981501,Milan,Away,44,0,0,6,2,4,8,407,15,9,3,1,0,2,3,4,2,0,0,14,2,1,342,13,46,55,10,3,53,5,30,7,6,9,5,45,22,1,0,2,1,0,8,0,0,0,0
13981507,Como,Home,71,1,3,15,7,1,11,587,14,21,1,5,1,6,4,7,8,3,0,21,7,1,517,18,65,119,18,4,57,14,42,25,10,6,11,49,27,0,0,0,0,0,3,2,1,0,0
13981507,Hellas Verona,Away,29,1,3,13,2,3,21,241,21,11,4,9,0,2,2,11,2,1,2,24,0,1,150,25,52,39,23,4,43,6,34,16,3,11,9,38,22,0,-1,0,0,0,9,0,1,0,0
13981512,Roma,Home,60,1,1,18,4,9,8,519,11,9,0,6,0,8,4,11,7,0,1,27,1,3,439,23,63,111,12,7,47,7,32,15,14,5,11,47,15,0,0,1,1,0,3,0,1,0,0
13981512,Parma,Away,40,1,2,8,4,2,9,348,17,8,4,5,0,2,1,5,3,1,1,11,3,2,261,12,50,37,21,1,53,7,32,20,7,10,11,55,36,0,0,0,1,0,9,0,0,0,0
13981509,Lecce,Home,41,1,1,7,2,3,10,363,29,13,2,2,0,3,2,5,2,0,1,13,3,1,291,20,53,61,19,4,50,15,40,12,2,14,9,34,27,0,0,0,0,1,9,0,0,0,0
13981509,Napoli,Away,59,0,1,14,2,5,14,522,23,10,1,3,0,5,6,9,5,0,1,26,1,0,452,28,42,88,18,4,50,20,40,12,10,18,11,42,14,0,0,1,0,0,3,0,0,0,1
13981505,Genoa,Home,54,1,1,16,2,7,16,366,18,13,3,1,0,8,7,10,6,0,1,20,2,3,265,27,47,60,25,5,49,15,34,27,4,10,16,53,21,0,0,1,1,0,6,0,0,0,0
13981505,Cremonese,Away,46,1,2,11,1,3,13,318,22,16,1,4,0,7,0,7,4,1,1,12,1,0,206,27,53,42,22,2,51,9,40,24,4,12,10,44,34,0,0,1,1,1,12,0,0,0,0
13981504,Bologna,Home,71,0,0,11,2,3,11,641,18,20,2,2,0,7,2,4,7,0,0,23,3,0,570,32,85,130,50,5,50,11,44,12,7,5,1,35,16,1,0,0,0,0,6,0,1,0,0
13981504,Torino,Away,29,0,1,8,2,3,20,254,18,11,3,2,1,4,2,4,4,0,1,14,0,2,178,12,32,33,24,2,50,14,34,21,6,7,9,41,29,0,0,2,0,1,14,0,0,0,0
13981506,Inter,Home,64,2,6,22,2,8,11,564,20,15,1,8,0,6,8,19,3,2,4,41,3,0,488,16,76,146,42,12,58,7,39,17,5,14,2,47,15,0,0,0,0,0,4,0,0,0,0
13981506,Fiorentina,Away,36,0,2,10,5,5,16,323,14,11,2,2,0,3,5,6,4,0,2,18,1,1,258,14,34,42,19,4,42,8,29,11,6,7,19,46,25,0,0,0,1,0,8,0,0,1,0
13981503,Cagliari,Home,46,0,1,8,2,3,20,337,18,21,4,1,1,3,4,4,4,1,0,9,4,2,264,12,53,50,26,7,59,4,39,22,2,11,7,45,30,0,-1,2,2,0,5,0,0,0,0
13981503,Sassuolo,Away,54,0,1,12,0,7,21,404,6,20,4,4,1,5,3,6,6,1,0,23,4,3,345,17,49,87,11,4,41,7,30,13,6,6,5,49,20,0,0,0,2,0,6,0,0,0,0
13981511,Pisa,Home,39,0,2,10,6,3,16,367,17,12,2,2,0,5,3,7,3,0,2,14,1,1,291,22,46,44,22,6,58,4,31,18,2,7,9,46,14,0,0,2,0,1,8,0,0,0,0
13981511,Lazio,Away,61,0,1,11,2,1,12,579,9,16,2,6,1,5,0,5,6,0,1,12,2,0,509,22,52,77,25,1,42,9,28,7,4,2,6,46,14,0,0,1,1,0,9,0,0,0,0
13981508,Juventus,Home,57,3,3,25,1,8,12,443,14,11,1,11,1,7,7,17,8,3,0,49,3,2,376,19,44,84,36,8,50,10,29,16,4,7,4,44,23,2,0,1,0,0,5,1,1,0,0
13981508,Udinese,Away,43,0,1,8,9,4,13,345,14,12,4,2,0,3,3,7,1,0,1,12,1,0,277,14,37,36,27,2,50,11,31,14,6,8,5,40,31,1,0,4,0,1,10,0,0,0,0
13981514,Napoli,Home,45,0,2,13,2,4,15,392,24,16,3,8,0,4,1,6,7,0,2,19,2,0,320,21,49,62,15,4,50,12,51,13,11,11,6,43,15,1,0,0,0,0,6,0,0,0,1
13981514,Como,Away,55,1,1,13,8,2,16,484,25,14,2,2,0,5,6,4,9,0,1,18,4,0,414,7,36,82,17,3,50,13,44,20,5,14,9,50,18,1,1,1,0,1,7,0,1,0,0
13981516,Udinese,Home,40,0,1,11,0,5,14,341,20,11,1,5,0,4,2,3,8,1,0,10,4,0,286,17,47,79,23,2,53,4,38,11,7,11,13,45,28,1,0,0,0,2,8,0,0,0,0
13981516,Atalanta,Away,60,0,0,5,4,4,11,519,14,14,3,0,0,1,4,3,2,0,0,16,3,3,456,19,41,73,23,1,47,14,32,12,5,10,7,55,16,0,0,2,0,1,7,0,0,0,0
13981510,Cremonese,Home,51,0,1,9,3,2,10,470,18,14,1,2,0,2,5,5,4,1,0,16,2,0,399,19,43,59,27,3,56,10,33,17,2,10,9,42,28,2,0,0,0,0,8,2,0,0,0
13981510,Juventus,Away,49,2,4,15,1,3,14,458,14,10,0,5,1,7,3,9,6,2,2,30,2,2,381,21,49,90,33,1,44,11,30,10,7,10,5,48,19,0,0,0,1,0,9,1,1,0,0
13981513,Fiorentina,Home,63,1,2,15,3,4,14,459,11,21,4,4,0,7,4,11,4,0,2,30,6,3,383,15,72,86,28,8,51,11,38,23,7,9,7,50,21,0,0,0,0,1,9,1,0,0,0
13981513,Lecce,Away,37,1,2,11,4,4,21,276,21,14,1,4,0,5,2,5,6,1,1,10,3,0,188,22,62,51,24,3,49,5,36,23,3,11,2,43,43,0,1,0,1,2,9,0,0,0,0
13981520,Torino,Home,64,0,2,15,1,4,14,541,8,8,2,3,1,6,6,11,4,1,1,33,0,1,447,19,87,118,27,4,45,11,24,21,10,7,5,42,16,1,0,1,0,1,8,0,1,0,0
13981520,Pisa,Away,36,1,3,11,1,2,8,300,12,13,1,3,1,6,2,8,3,2,1,19,2,1,215,17,48,38,23,4,55,4,32,24,8,5,8,47,39,0,0,1,0,1,7,0,0,0,0
13981522,Parma,Home,35,0,1,7,3,1,16,235,14,15,4,1,1,3,3,5,2,1,0,12,1,1,148,13,60,34,34,0,51,5,30,22,2,9,5,28,28,0,-1,0,2,1,16,0,1,1,0
13981522,Bologna,Away,65,2,7,22,0,5,15,424,11,16,2,6,0,13,3,16,6,2,5,36,4,6,367,20,77,120,29,7,49,6,35,15,9,6,5,37,30,0,0,0,1,1,4,0,4,0,0
13981524,Sassuolo,Home,61,1,2,13,2,3,13,520,14,13,1,4,0,7,2,8,5,1,1,17,3,3,438,21,51,86,19,5,46,9,30,14,4,3,3,39,18,0,0,1,3,2,13,0,0,0,0
13981524,Genoa,Away,39,1,3,16,3,7,13,324,18,13,3,5,0,9,2,11,5,1,2,15,2,2,247,13,54,57,28,10,54,3,34,18,5,12,12,44,15,0,0,0,0,0,10,0,0,0,0
13981515,Lazio,Home,51,0,0,8,5,7,8,443,17,18,0,3,0,5,0,6,2,0,0,18,2,0,375,15,53,71,30,3,65,5,40,14,6,7,5,38,29,0,0,0,0,0,11,0,0,0,0
