match,team,home_away,ballPossession,expectedGoals,bigChanceCreated,totalShotsOnGoal,goalkeeperSaves,cornerKicks,fouls,passes,totalTackle,freeKicks,yellowCards,shotsOnGoal,hitWoodwork,shotsOffGoal,blockedScoringAttempt,totalShotsInsideBox,totalShotsOutsideBox,bigChanceScored,bigChanceMissed,touchesInOppBox,fouledFinalThird,offsides,accuratePasses,throwIns,finalThirdEntries,finalThirdPhaseStatistic,accurateLongBalls,accurateCross,duelWonPercent,dispossessed,groundDuelsPercentage,aerialDuelsPercentage,dribblesPercentage,wonTacklePercent,interceptionWon,ballRecovery,totalClearance,errorsLeadToShot,goalsPrevented,diveSaves,highClaims,punches,goalKicks,errorsLeadToGoal,accurateThroughBall,redCards,penaltySaves
13981617,Genoa,Home,44,1,3,11,3,2,17,400,17,20,2,7,0,2,2,5,6,2,1,15,4,1,330,9,36,46,18,2,57,10,44,10,7,12,9,51,25,0,0,2,0,0,6,0,1,0,0
13981617,Cagliari,Away,56,1,1,15,4,3,20,504,14,17,5,3,0,6,6,7,8,0,1,22,6,1,439,25,48,97,23,6,43,11,33,8,5,10,9,45,25,0,-1,0,0,0,3,0,1,0,0
13981619,Roma,Home,64,2,5,26,3,5,15,588,23,16,2,6,0,13,7,16,10,2,3,47,1,2,518,19,70,174,24,5,55,9,48,19,11,15,7,59,12,0,0,0,0,0,3,0,0,0,0
13981619,Sassuolo,Away,36,0,2,5,4,2,16,329,20,15,2,3,0,1,1,4,1,0,2,11,1,1,248,13,36,37,31,0,45,12,40,14,6,14,11,53,28,1,0,1,1,0,13,0,1,0,0
13981624,Udinese,Home,54,2,3,11,5,3,13,370,5,15,1,2,1,7,2,6,5,2,1,21,3,5,288,13,41,77,24,4,49,4,29,18,10,4,8,37,32,1,0,2,2,0,5,0,1,0,0
13981624,Pisa,Away,46,1,2,14,0,8,16,305,11,13,4,7,1,5,2,12,2,1,1,23,1,3,217,17,57,58,25,7,51,4,25,24,3,5,8,35,33,0,0,0,0,1,4,0,0,0,0
13981613,Atalanta,Home,56,2,4,18,3,5,14,492,22,17,1,5,1,4,9,11,7,1,3,27,3,4,418,21,57,129,24,6,50,13,46,15,8,11,7,38,23,0,0,0,0,0,6,0,2,0,0
13981613,Torino,Away,44,0,2,10,4,4,17,382,23,14,2,3,0,5,2,7,3,0,2,24,0,3,301,16,49,63,24,5,50,12,44,18,10,12,11,42,30,0,0,1,2,1,6,1,1,0,0
13981623,Juventus,Home,58,3,6,18,2,4,16,584,11,7,0,11,2,3,4,13,5,2,4,33,3,3,528,18,67,138,17,3,50,4,24,7,7,8,8,55,13,1,0,1,0,0,3,0,4,0,0
13981623,Cremonese,Away,42,0,1,9,6,5,8,407,13,16,1,2,0,3,4,6,3,0,1,19,1,0,341,16,36,60,12,5,50,5,29,2,4,9,11,34,25,1,0,3,0,0,5,0,0,0,1
13981634,Torino,Home,37,0,0,8,3,2,13,307,21,9,2,4,0,4,0,4,4,0,0,25,3,1,207,25,60,54,24,3,49,4,32,22,3,14,12,41,23,0,0,2,3,0,14,0,1,0,0
13981634,Roma,Away,63,1,3,14,4,1,9,532,12,13,1,5,0,5,4,10,4,2,1,23,1,3,433,22,75,137,22,0,51,11,32,24,7,11,10,55,32,0,0,0,0,0,7,0,1,0,0
13981629,Pisa,Home,43,1,3,14,3,10,12,327,17,11,1,6,1,5,3,13,1,0,3,43,1,0,244,25,67,112,24,7,50,6,32,23,4,10,6,37,20,0,0,1,0,0,7,1,0,0,0
13981629,Atalanta,Away,57,1,2,9,5,1,11,451,13,12,2,4,0,3,2,8,1,1,1,22,3,1,373,22,44,96,25,5,50,12,35,20,10,9,3,39,37,0,1,2,0,1,8,0,1,0,0
13981625,Cagliari,Home,22,0,0,3,5,1,16,195,21,12,0,1,0,2,0,3,0,0,0,4,1,0,130,15,25,13,15,2,49,9,34,11,3,12,7,35,45,0,0,2,0,2,20,0,0,0,0
13981625,Juventus,Away,78,1,0,21,1,18,12,680,11,16,1,5,1,8,8,11,10,0,0,40,4,1,615,22,98,238,25,5,51,8,35,11,11,8,7,53,7,0,0,1,0,0,1,0,0,0,0
13981630,Udinese,Home,38,0,0,5,4,2,17,371,12,11,0,1,0,2,2,2,3,0,0,12,1,1,302,13,43,41,18,1,52,11,29,14,7,7,11,47,22,2,1,1,0,0,7,0,0,0,0
13981630,Inter,Away,62,1,3,14,1,5,11,616,17,17,1,5,0,5,4,11,3,1,2,26,1,2,537,16,68,97,15,2,48,8,34,5,5,11,7,47,14,0,0,0,1,0,4,0,1,0,0
13981627,Parma,Home,51,0,0,14,3,7,13,387,15,18,3,2,0,6,6,7,7,0,0,18,2,1,327,33,48,75,26,5,51,14,37,26,7,6,9,29,18,1,0,3,2,0,9,0,0,0,0
13981627,Genoa,Away,49,1,1,11,2,3,18,375,20,13,2,3,0,5,3,8,3,0,1,23,2,1,302,14,32,52,12,6,49,12,37,23,6,13,5,38,32,0,0,1,1,0,10,0,1,0,0
13981626,Lazio,Home,34,0,1,8,3,3,14,384,14,9,5,4,0,3,1,2,6,0,1,11,1,1,332,14,40,51,17,1,39,4,26,4,3,7,10,39,6,1,0,1,0,0,3,0,0,0,1
13981626,Como,Away,66,2,3,11,4,2,9,754,18,13,3,6,0,3,2,9,2,1,2,27,3,0,699,12,31,60,19,5,61,5,40,7,9,10,5,42,22,0,0,0,0,0,3,0,1,0,0
13981628,Milan,Home,69,3,6,20,0,10,9,691,17,11,1,6,0,8,6,16,4,1,5,42,1,6,633,15,68,150,36,12,56,4,32,19,6,9,6,53,13,0,0,0,0,0,4,0,1,0,0
13981628,Lecce,Away,31,0,0,3,5,2,11,311,20,9,1,0,0,3,0,2,1,0,0,8,1,0,235,10,41,37,20,4,44,8,32,8,4,15,3,44,29,1,2,2,0,1,8,0,0,0,0
13981633,Napoli,Home,53,0,0,11,4,5,10,498,11,11,0,4,0,6,1,5,6,0,0,14,1,0,416,14,46,47,13,4,45,5,26,8,6,8,5,45,23,1,1,1,2,1,8,0,0,0,0
13981633,Sassuolo,Away,47,0,1,21,3,4,11,439,10,10,2,4,0,7,10,9,12,0,1,25,2,2,369,19,45,71,21,5,55,3,27,14,8,8,9,45,16,1,0,0,2,0,6,0,1,0,0
13981620,Bologna,Home,61,1,1,18,2,7,14,512,15,13,3,3,1,8,7,13,5,1,0,39,1,0,452,13,55,120,23,16,54,6,32,16,4,12,1,50,10,0,0,0,1,0,6,1,0,0,0
13981620,Fiorentina,Away,39,1,2,11,2,1,13,346,10,14,0,4,0,4,3,9,2,2,0,20,2,3,285,14,29,44,18,2,46,7,33,8,9,5,7,55,31,0,0,0,1,0,7,1,0,0,0
13981622,Cremonese,Home,56,0,0,7,4,3,13,431,5,13,3,1,0,3,3,3,4,0,0,11,2,3,339,23,38,32,20,2,48,7,20,22,4,4,10,39,20,0,0,1,0,0,9,0,0,0,0
13981622,Hellas Verona,Away,44,0,0,11,1,6,13,331,10,13,0,4,0,4,3,7,4,0,0,15,2,4,251,15,65,68,21,5,52,3,24,22,3,8,14,43,38,0,0,0,2,1,7,0,1,0,0
13981637,Inter,Home,66,5,10,34,1,7,8,534,16,10,2,14,2,13,7,31,3,4,6,78,2,0,469,23,59,174,27,18,55,13,35,20,11,11,3,50,22,0,-1,0,0,1,3,1,0,0,0
13981637,Pisa,Away,34,0,1,8,5,5,11,274,23,8,3,3,0,2,3,5,3,0,1,10,1,2,215,12,27,27,18,4,45,8,34,11,3,11,19,44,39,0,0,1,0,1,8,0,0,0,0
13981640,Hellas Verona,Home,53,0,0,7,4,3,8,434,25,11,2,4,0,1,2,5,2,0,0,10,1,1,340,18,57,87,15,2,50,14,40,20,7,12,9,43,23,0,-1,1,1,1,9,1,1,0,0
13981640,Udinese,Away,47,1,2,20,3,8,11,383,17,8,0,7,0,6,7,11,9,1,1,34,3,2,322,21,46,79,14,3,50,15,37,24,13,13,10,47,27,0,0,1,0,0,4,0,0,0,0
13981642,Sassuolo,Home,45,1,2,13,4,3,13,377,12,14,1,7,1,5,1,7,6,1,1,17,2,4,311,21,48,86,20,3,49,11,31,11,5,7,10,50,30,0,0,0,3,0,8,0,0,0,0
13981642,Cremonese,Away,55,0,1,10,6,5,14,444,20,13,2,4,0,2,4,4,6,0,1,15,5,3,358,21,73,99,21,1,51,7,36,8,3,12,6,52,12,0,0,1,0,0,6,1,1,0,0
13981639,Lecce,Home,39,0,0,15,1,4,16,343,24,6,2,2,1,6,7,7,8,0,0,18,2,0,271,25,55,70,18,5,53,4,37,19,9,20,9,55,22,0,0,0,0,0,7,0,0,0,0
13981639,Lazio,Away,61,0,1,6,2,1,6,559,12,16,1,1,0,2,3,5,1,0,1,16,2,0,474,25,56,63,12,0,47,11,34,16,7,9,4,50,17,0,0,2,1,0,11,0,1,0,0
13981632,Fiorentina,Home,70,2,3,15,4,8,11,613,10,17,2,3,1,6,6,9,6,1,2,35,6,1,547,22,73,166,19,7,54,3,37,7,10,4,7,46,7,1,0,1,0,0,4,0,0,0,0
13981632,Cagliari,Away,30,1,1,10,2,3,17,272,14,11,3,6,0,1,3,7,3,1,1,10,2,1,204,11,29,35,22,3,46,5,30,8,5,11,17,41,41,0,0,0,3,1,13,0,0,0,0
13981636,Genoa,Home,49,0,2,8,2,5,14,330,9,17,2,6,0,1,1,4,4,1,1,18,3,1,252,25,53,58,23,4,54,2,31,19,7,7,4,44,21,0,-1,0,1,0,6,0,0,0,0
13981636,Bologna,Away,51,0,0,13,3,2,17,358,12,14,2,3,0,4,6,7,6,0,0,22,3,2,279,14,52,78,23,8,46,6,27,15,3,6,5,51,34,0,0,0,1,4,6,0,0,1,0
13981641,Roma,Home,58,2,4,15,1,5,15,586,12,10,0,7,0,3,5,11,4,1,3,47,5,1,511,23,87,196,25,5,46,14,31,12,9,6,10,42,12,0,0,1,1,0,3,0,1,0,0
13981641,Milan,Away,42,0,1,5,6,3,11,434,21,15,4,2,0,2,1,4,1,1,0,12,1,1,359,15,35,53,19,2,54,9,44,6,8,9,9,41,26,2,1,0,0,1,7,0,0,0,0
13981638,Juventus,Home,42,1,3,12,1,2,21,446,26,11,1,6,1,3,3,7,5,2,1,20,3,1,374,15,46,106,22,1,53,6,40,7,3,17,9,48,15,1,0,0,0,0,5,0,2,0,0
13981638,Napoli,Away,58,0,1,9,2,2,11,612,11,21,2,1,0,4,4,2,7,0,1,15,2,1,544,24,40,87,9,0,47,13,31,11,1,7,9,44,18,2,-1,0,2,0,5,1,0,0,0
13981635,Atalanta,Home,48,4,7,21,2,6,14,429,10,7,1,9,0,3,9,16,5,3,4,45,1,2,365,11,42,94,27,4,44,7,26,11,10,4,14,58,30,1,1,1,1,1,10,0,0,0,0
13981635,Parma,Away,52,1,3,15,4,9,8,457,14,14,0,2,0,8,5,10,5,0,3,23,3,0,375,18,64,70,19,7,56,5,34,13,7,9,6,53,24,0,0,0,0,0,7,0,0,0,0
13981631,Como,Home,59,2,4,17,1,2,9,554,6,14,0,7,0,6,4,11,6,3,1,24,4,1,472,10,53,93,14,2,57,6,27,12,8,4,8,45,16,1,0,0,1,0,5,0,2,0,0
13981631,Torino,Away,41,0,0,7,1,1,15,372,8,9,1,1,0,5,1,5,2,0,0,16,3,7,295,11,48,55,20,4,43,3,20,10,4,1,1,46,10,0,-1,0,1,0,9,0,0,0,0
13981651,Udinese,Home,36,0,1,7,3,4,18,294,24,17,5,4,0,3,1,1,6,0,1,6,3,0,224,18,37,36,16,1,49,11,45,15,6,11,12,38,34,0,1,3,1,1,7,0,0,0,0
13981651,Roma,Away,64,0,0,10,3,7,17,507,18,18,4,3,0,2,5,7,3,0,0,26,3,2,439,18,59,79,32,5,51,9,39,23,6,12,16,44,19,0,0,1,0,0,3,0,0,0,0
13981648,Parma,Home,39,0,1,10,3,5,10,361,9,13,1,4,0,3,3,4,6,0,1,17,3,1,303,15,38,69,14,2,47,8,27,10,6,7,14,43,22,1,0,1,0,0,3,1,1,0,0
13981648,Juventus,Away,61,4,7,15,4,3,13,567,17,10,3,8,2,4,3,13,2,3,4,41,0,2,489,10,63,140,25,5,53,3,32,9,7,8,8,45,16,1,0,3,1,0,7,0,2,0,0
13981645,Como,Home,79,5,12,28,2,7,9,765,8,10,4,9,0,12,7,19,9,0,12,50,2,1,698,22,105,238,22,11,48,8,22,22,4,5,6,46,17,0,0,1,0,1,4,0,1,0,0
13981645,Atalanta,Away,21,0,1,6,9,1,11,194,23,9,3,2,0,2,2,3,3,0,1,9,1,2,121,16,46,32,14,2,52,2,41,7,11,17,9,47,37,0,2,2,1,0,15,0,1,1,1
13981653,Torino,Home,42,1,4,17,2,3,14,323,30,12,2,5,0,7,5,12,5,1,3,21,1,4,240,14,43,49,26,4,60,7,51,22,9,15,8,48,43,0,0,1,2,1,9,0,1,0,0
13981653,Lecce,Away,58,0,0,14,3,8,12,435,13,14,2,2,0,5,7,5,9,0,0,13,3,1,343,33,60,99,27,5,40,17,29,19,3,5,2,45,15,0,0,1,0,0,11,0,0,0,0
15370282,Bologna,Home,54,0,0,13,4,5,14,491,18,10,3,2,0,9,2,7,6,0,0,29,2,0,430,20,78,134,50,10,52,7,33,14,7,7,7,44,11,0,0,0,0,0,3,2,0,0,0
15370282,Milan,Away,46,2,9,10,2,0,10,429,14,13,0,7,0,2,1,10,0,3,6,20,2,1,361,18,28,49,24,4,48,9,34,9,6,6,7,41,28,0,0,1,1,0,14,0,1,0,0
13981649,Cremonese,Home,31,0,0,9,2,1,19,283,15,14,3,3,1,3,3,7,2,0,0,13,2,1,202,13,43,39,29,4,50,3,30,14,2,6,4,36,32,1,0,0,1,0,10,0,1,0,0
13981649,Inter,Away,69,1,4,15,3,6,14,638,8,19,0,4,0,5,6,11,4,1,3,27,5,1,561,21,66,181,24,8,50,8,33,11,6,5,4,38,26,1,0,0,0,0,6,0,0,0,0
13981652,Pisa,Home,54,1,3,15,4,2,13,443,18,8,3,6,0,7,2,9,6,0,3,22,1,4,354,17,63,87,31,4,51,10,27,26,3,7,9,56,31,3,0,2,0,0,8,0,0,0,0
13981652,Sassuolo,Away,46,2,3,21,4,5,8,371,16,13,3,5,0,10,6,18,3,1,2,44,3,1,293,13,48,88,29,7,49,7,33,17,7,11,8,59,33,4,0,0,1,0,7,0,0,0,0
13981644,Cagliari,Home,62,1,4,13,2,6,9,622,13,14,0,7,0,2,4,6,7,3,1,16,1,3,536,16,43,52,26,4,55,7,33,13,7,7,5,48,29,0,0,1,0,0,7,0,0,0,0
13981644,Hellas Verona,Away,38,0,0,9,3,3,14,381,16,9,2,3,0,3,3,6,3,0,0,15,2,0,298,20,57,44,17,1,45,9,25,13,2,7,9,49,17,0,-1,2,0,0,3,0,0,1,0
13981647,Napoli,Home,53,1,2,19,4,4,21,482,8,13,1,6,0,6,7,13,6,1,1,33,1,0,423,14,41,99,28,2,54,3,26,17,7,4,3,36,21,0,0,2,0,0,6,0,0,0,0
13981647,Fiorentina,Away,47,1,4,15,4,4,13,419,8,21,1,5,1,8,2,12,3,1,3,18,5,2,358,9,38,48,25,8,46,2,33,4,4,6,5,41,25,0,0,0,0,1,7,0,2,0,0
13981646,Lazio,Home,55,2,3,14,2,5,12,521,9,10,2,4,0,5,5,7,7,2,1,22,3,2,454,24,58,125,18,3,46,9,21,12,4,8,6,30,18,0,0,0,0,0,8,0,0,0,0
13981646,Genoa,Away,45,1,2,16,2,3,12,412,13,11,3,4,1,3,9,9,7,1,1,15,3,1,359,14,31,35,20,5,54,7,29,9,7,10,6,33,20,0,0,1,1,0,6,0,1,0,0
13981654,Bologna,Home,52,1,3,16,0,4,10,392,11,14,1,2,1,9,5,10,6,0,3,24,5,3,321,13,72,137,32,10,61,4,37,10,13,8,5,39,19,0,0,0,0,1,3,0,0,1,0
13981654,Parma,Away,48,0,0,5,3,5,14,376,9,10,3,1,0,1,3,0,5,0,0,8,3,4,315,17,46,63,26,3,39,7,21,9,3,6,7,42,22,1,0,1,2,0,11,0,0,1,0
15462526,Milan,Home,54,0,2,6,3,4,11,509,27,12,2,4,0,2,0,5,1,1,1,11,2,5,461,21,55,81,21,4,52,6,43,2,4,12,8,43,8,0,0,1,1,0,5,1,0,0,0
15462526,Como,Away,46,1,3,10,3,4,12,443,15,11,3,4,0,3,3,7,3,1,2,19,2,1,401,14,32,80,13,5,48,22,33,8,7,11,7,49,14,0,0,1,1,0,2,0,0,0,0
13981658,Fiorentina,Home,55,1,1,21,2,9,6,502,6,23,2,5,0,10,6,14,7,0,1,24,3,3,437,13,56,98,24,7,58,8,40,14,11,4,4,41,25,1,0,0,0,0,3,0,1,0,0
13981658,Torino,Away,45,0,1,12,3,4,23,418,13,6,5,4,0,2,6,10,2,1,0,23,1,1,352,12,49,69,32,6,42,4,22,17,3,7,5,30,34,0,0,1,1,1,9,1,0,0,0
13981666,Genoa,Home,40,1,2,12,2,4,16,313,25,11,2,3,0,8,1,6,6,2,0,18,3,1,250,10,55,69,20,5,50,10,42,13,6,12,6,46,12,0,0,0,0,0,6,0,0,0,0
13981666,Napoli,Away,60,2,2,14,1,3,12,501,15,15,3,5,0,7,2,9,5,2,0,19,3,1,421,16,37,42,31,2,50,14,33,21,3,10,6,46,32,0,0,1,3,0,9,1,1,1,0
13981664,Roma,Home,53,1,3,15,1,7,18,505,10,14,2,5,0,6,4,15,0,2,1,34,7,3,429,17,77,126,25,7,48,7,29,12,6,5,12,64,7,0,0,0,2,0,2,0,0,0,0
13981664,Cagliari,Away,47,0,1,3,3,1,14,475,14,18,4,1,1,2,0,2,1,0,1,6,2,0,379,14,38,26,13,0,52,3,38,6,7,9,15,57,26,0,0,0,1,1,8,0,0,0,0
13981655,Juventus,Home,63,2,4,34,0,8,10,630,23,4,0,8,0,13,13,20,14,2,2,50,1,7,558,29,57,163,16,11,50,11,35,16,8,14,7,59,8,0,-1,0,0,0,5,1,2,0,0
13981655,Lazio,Away,37,1,0,9,6,1,4,389,24,10,2,2,0,5,2,6,3,0,0,20,1,1,316,10,43,36,21,1,50,12,36,16,4,20,8,50,33,1,0,4,2,0,15,0,0,0,0
13981660,Sassuolo,Home,38,0,1,7,4,5,6,320,6,10,1,2,0,2,3,5,2,0,1,13,4,3,265,11,34,41,23,2,48,7,23,7,7,4,2,21,22,0,-1,2,1,0,9,0,0,1,0
13981660,Inter,Away,62,2,5,23,1,6,10,530,13,6,1,11,2,6,6,17,6,3,2,39,3,1,478,9,55,181,10,4,52,3,22,11,3,9,4,29,16,0,0,0,1,0,5,0,0,0,0
13981662,Hellas Verona,Home,61,0,0,3,3,8,13,464,8,16,1,0,1,3,0,1,2,0,0,7,2,0,358,27,61,42,17,1,51,7,24,31,1,4,5,49,39,1,0,0,0,0,4,0,0,0,0
13981662,Pisa,Away,39,0,2,11,0,4,16,294,9,13,2,3,1,5,3,9,2,0,2,20,0,1,195,29,48,30,24,4,49,4,23,29,4,4,9,50,45,0,0,0,1,1,5,0,1,0,0
13981656,Lecce,Home,54,1,3,16,0,7,9,377,17,21,1,5,1,5,6,8,8,1,2,23,3,3,268,24,67,84,22,8,50,6,40,21,5,12,5,55,26,2,0,0,0,0,10,0,1,0,0
13981656,Udinese,Away,46,0,1,6,3,0,21,339,16,8,2,1,0,4,1,2,4,1,0,9,1,2,236,14,42,37,17,0,50,9,36,24,11,12,7,53,34,0,0,1,2,1,13,1,0,0,0
13981650,Atalanta,Home,56,1,4,29,1,13,11,487,10,11,2,9,2,10,10,21,8,2,2,42,1,3,401,13,55,105,31,11,46,7,26,23,7,8,5,54,25,0,0,0,0,1,7,0,0,0,0
13981650,Cremonese,Away,44,0,2,12,7,2,11,388,8,11,0,2,0,7,3,7,5,1,1,20,2,3,296,22,50,52,33,6,54,6,25,32,8,4,11,43,36,1,0,1,1,1,10,1,0,0,0
13981670,Pisa,Home,34,0,2,7,0,3,14,338,12,9,1,2,0,3,2,3,4,1,1,8,2,1,267,18,43,58,15,2,45,6,23,14,3,9,12,36,18,0,0,0,1,0,10,0,1,0,0
13981670,Milan,Away,66,2,4,7,1,1,9,681,15,13,3,2,1,4,1,7,0,2,2,20,4,2,612,18,44,92,39,3,55,3,33,12,5,10,3,49,20,0,0,0,1,0,1,0,0,1,0
13981669,Torino,Home,47,0,0,7,5,4,14,385,13,10,3,2,0,1,4,5,2,0,0,12,2,2,304,17,46,43,21,4,50,4,29,13,6,7,9,40,22,0,0,1,0,0,12,0,0,0,0
13981669,Bologna,Away,53,1,4,15,1,2,10,448,6,14,1,7,0,6,2,11,4,1,3,26,1,1,371,25,55,73,30,2,50,7,31,11,13,5,6,41,20,0,0,0,0,1,3,0,0,0,0
13981663,Cagliari,Home,59,1,2,11,2,8,16,440,20,14,0,0,0,8,3,9,2,0,2,19,2,0,346,23,54,64,17,5,51,12,40,29,7,10,7,52,25,1,-1,0,1,0,6,1,1,0,0
13981663,Lecce,Away,41,1,2,13,0,2,14,301,21,16,0,4,0,3,6,12,1,1,1,26,5,0,217,24,42,50,24,4,49,14,43,23,6,12,8,42,33,0,0,0,0,0,13,0,0,0,0
13981671,Inter,Home,60,2,4,21,6,4,15,599,15,7,4,9,1,7,5,11,10,1,3,29,1,1,541,19,52,228,19,8,45,13,28,10,6,9,8,50,17,0,0,1,1,1,6,0,1,0,0
13981671,Juventus,Away,40,0,2,10,5,1,7,403,15,15,2,8,0,2,1,8,2,1,1,28,1,1,333,12,48,83,13,5,55,8,35,12,7,8,8,47,17,1,0,0,2,0,8,0,1,1,0
13981672,Udinese,Home,51,0,1,8,1,7,14,379,22,14,3,2,0,3,3,6,2,1,0,27,2,1,313,23,49,61,23,5,55,11,41,10,5,14,4,33,15,1,0,0,1,0,10,0,1,0,0
13981672,Sassuolo,Away,49,1,1,10,2,6,14,368,17,14,3,3,0,4,3,8,2,1,0,24,0,4,317,12,39,54,18,5,45,13,32,9,4,9,6,49,33,0,0,0,1,0,3,0,2,0,0
13981657,Cremonese,Home,35,1,0,19,6,6,10,259,18,12,2,8,1,4,7,14,5,0,0,30,3,0,181,11,55,64,35,11,52,9,31,29,2,6,5,37,34,0,1,2,3,0,11,0,0,0,0
13981657,Genoa,Away,65,1,1,19,8,11,12,516,16,10,0,6,0,7,6,13,6,0,1,34,2,1,458,21,45,96,11,7,48,10,31,25,6,13,3,44,34,0,2,0,0,1,3,0,0,0,0
13981668,Parma,Home,76,1,4,27,0,12,7,599,12,14,2,8,1,10,9,12,15,1,3,36,4,2,535,34,79,206,24,7,48,10,27,11,2,6,5,25,7,0,0,0,0,0,4,0,0,0,0
13981668,Hellas Verona,Away,24,0,1,4,5,1,14,201,16,6,1,1,0,2,1,2,2,1,0,9,1,0,131,12,45,22,19,2,52,6,29,13,7,13,4,27,49,0,0,1,2,2,13,0,0,1,0
13981667,Como,Home,67,0,2,16,1,4,14,568,19,12,4,3,0,10,3,12,4,0,2,31,1,3,506,12,62,134,7,7,55,1,37,17,7,12,4,48,13,0,0,0,0,0,5,1,0,1,0
13981667,Fiorentina,Away,33,1,3,7,3,2,12,280,6,13,2,3,0,2,2,4,3,2,1,10,2,2,214,11,43,41,11,1,45,15,37,8,18,5,10,38,17,0,0,0,0,0,10,0,1,0,0
13981659,Lazio,Home,50,1,4,18,2,5,10,478,16,16,1,5,2,7,6,11,7,0,4,27,3,3,414,17,54,95,30,8,58,4,31,5,4,13,8,42,9,2,0,0,0,0,7,0,0,0,0
13981659,Atalanta,Away,50,1,3,12,6,4,16,494,10,9,4,5,0,4,3,5,7,1,2,18,1,1,443,8,49,69,33,1,42,10,18,8,3,5,5,49,22,0,1,0,0,0,6,0,0,0,0
13981665,Napoli,Home,61,0,0,11,0,2,14,590,18,14,1,7,0,1,3,7,4,0,0,22,0,1,503,26,56,83,14,2,49,9,35,8,4,14,3,48,9,0,0,0,2,0,6,0,0,0,0
13981665,Roma,Away,39,1,2,9,5,1,14,358,14,13,1,2,0,4,3,7,2,2,0,24,6,2,300,12,47,73,12,7,51,9,33,12,6,11,11,61,35,0,-1,2,0,0,3,0,0,0,0
13981676,Genoa,Home,62,1,3,16,2,1,9,632,18,14,0,5,0,5,6,13,3,3,0,25,2,0,560,15,54,75,20,3,54,9,33,11,2,10,6,50,22,0,0,1,1,0,7,0,0,0,0
13981676,Torino,Away,38,0,1,7,2,3,14,380,18,9,1,3,0,3,1,4,3,0,1,10,0,1,303,16,46,85,22,1,46,8,30,8,3,9,15,47,16,1,0,0,1,0,10,1,0,1,0
13981678,Juventus,Home,52,0,2,11,0,7,10,481,16,15,1,3,1,6,2,7,4,0,2,24,3,4,412,13,50,76,24,3,59,6,39,8,10,7,2,43,11,1,0,0,0,0,9,1,1,0,0
13981678,Como,Away,48,1,2,11,3,2,15,456,13,10,0,2,1,7,2,6,5,1,1,17,1,0,392,12,50,62,25,3,41,5,24,9,2,5,6,46,24,0,0,1,4,0,10,0,0,0,0
13981681,Sassuolo,Home,47,2,4,8,1,6,12,426,13,13,2,4,0,3,1,7,1,2,2,17,2,1,368,11,45,65,16,5,50,9,29,9,4,8,9,43,36,0,0,0,6,2,9,0,0,0,0
13981681,Hellas Verona,Away,53,0,0,12,1,5,14,473,12,12,3,1,0,5,6,8,4,0,0,15,4,2,407,17,57,80,28,3,50,8,26,12,2,9,13,43,14,0,0,0,0,0,6,1,0,1,1
13981680,Milan,Home,67,1,2,25,2,5,13,626,10,10,2,6,1,10,9,17,8,0,2,63,3,1,578,16,65,259,19,14,46,6,28,11,8,5,12,56,11,1,0,0,0,0,5,0,5,0,0
13981680,Parma,Away,33,0,1,9,5,2,10,315,17,13,1,3,0,3,3,5,4,1,0,12,2,1,252,11,40,38,18,3,54,5,36,10,6,6,9,50,34,1,0,0,2,1,16,0,0,0,0
13981682,Roma,Home,58,2,3,23,0,9,12,487,12,11,1,5,1,12,6,19,4,2,1,42,3,0,412,23,82,135,18,8,50,5,29,20,6,6,6,47,19,0,0,0,1,0,4,0,0,0,0
13981682,Cremonese,Away,42,0,1,2,2,1,11,362,16,12,1,0,0,2,0,1,1,0,1,8,1,3,267,28,57,49,28,1,50,7,31,18,3,7,8,36,31,0,0,0,0,0,13,0,1,0,0
13981674,Cagliari,Home,42,0,1,11,3,3,12,460,15,15,3,2,1,8,1,7,4,0,1,14,1,2,396,11,29,35,17,5,51,8,37,5,8,8,5,47,16,0,0,1,1,0,10,0,0,1,0
13981674,Lazio,Away,58,0,0,10,2,6,15,646,13,12,2,3,0,4,3,6,4,0,0,20,2,0,587,14,78,138,21,4,49,4,31,10,6,7,7,44,5,0,0,1,0,0,10,0,0,0,0
13981679,Lecce,Home,32,0,0,3,6,2,10,285,16,8,1,0,0,3,0,1,2,0,0,11,1,3,211,15,45,38,28,1,39,13,28,12,4,9,5,46,49,0,0,0,0,1,14,0,0,0,0
13981679,Inter,Away,68,2,4,24,0,10,8,592,23,10,2,9,0,10,5,19,5,1,3,56,1,3,511,20,45,122,10,10,61,7,43,19,11,11,4,55,14,0,0,0,0,1,3,0,0,0,0
13981677,Fiorentina,Home,56,1,3,15,1,4,8,537,9,19,3,5,0,6,4,3,12,1,2,12,1,0,484,11,59,111,18,1,60,7,41,9,15,7,4,46,18,0,0,0,2,0,4,0,2,0,0
13981677,Pisa,Away,44,0,1,7,4,3,19,402,13,8,3,1,0,5,1,5,2,0,1,13,0,2,350,12,35,53,19,3,40,4,23,10,3,7,6,41,24,0,1,4,4,1,7,1,1,0,0
13981673,Atalanta,Home,57,0,1,10,3,6,10,521,17,9,1,7,0,2,1,8,2,1,0,17,2,1,435,20,65,166,26,4,51,10,33,21,7,15,12,63,21,0,0,0,1,1,7,0,1,0,0
13981673,Napoli,Away,43,1,1,10,5,1,9,405,21,10,1,4,0,4,2,6,4,1,0,19,1,2,320,16,47,61,12,1,49,7,40,11,10,12,11,64,27,0,0,2,3,0,8,0,0,0,0
